,ID,sequence,seq_mol_dist,monomers,mon_SMILES,wt_%,mol_distribution,DP,MIC_ecoli,MIC_saureus,HC50,immunogenic
0,0,TmaNiNiTmaNiMoTmaTmaTmaTmaTmaNiNiNiMoTmaNiNiTmaNiNiTmaNiTmaNiTmaNiNiMoMoNiNiTmaTmaNiNiTmaTmaNiTmaNiTmaTmaTmaTmaNiTmaNiMoTmaMoTmaMoNiTmaTmaTmaNiNiTmaMoNiNiNiNiTmaTmaTmaTmaNi,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
1,0,NiTmaNiMoTmaTmaMoNiTmaTmaNiNiTmaTmaNiTmaNiTmaNiNiTmaTmaNiTmaMoNiTmaTmaNiTmaTmaNiTmaTmaNiTmaNiMoNiTmaNiNiTmaTmaNiTmaTmaNiNiNiTmaTmaNiTmaMoNiNiTmaTmaTmaNiTmaTmaMoMoNiNiNiMoNi,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
2,0,TmaTmaTmaTmaTmaTmaNiMoNiNiTmaTmaNiNiTmaTmaNiNiNiMoTmaNiNiNiNiNiNiNiMoTmaNiNiMoTmaTmaTmaNiTmaTmaNiTmaNiTmaNiNiNiNiMoNiMoTmaTmaMoTmaTmaTmaTmaTmaMoTmaNiTmaNiTmaNiTmaTmaNiNiTma,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
3,0,NiTmaNiTmaNiNiNiTmaNiTmaTmaTmaNiTmaNiNiNiNiMoNiNiTmaNiNiNiTmaTmaTmaNiNiNiTmaNiNiTmaMoTmaTmaNiNiTmaNiTmaMoNiTmaTmaNiTmaMoTmaNiMoTmaMoTmaNiMoTmaTmaTmaTmaTmaTmaNiNiTmaTmaTmaMo,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
4,0,NiTmaTmaMoNiTmaTmaNiNiTmaTmaNiNiNiTmaTmaTmaNiMoTmaTmaNiNiTmaTmaTmaTmaTmaTmaNiTmaMoMoTmaMoTmaNiNiMoTmaNiTmaMoTmaNiNiNiTmaTmaNiNiNiMoNiNiNiTmaNiTmaTmaTmaTmaNiNiTmaTmaNiNiNiNi,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
5,0,NiTmaNiTmaNiMoNiTmaTmaNiTmaMoNiTmaNiTmaTmaTmaTmaMoNiNiTmaTmaNiNiTmaTmaTmaNiNiTmaTmaTmaNiNiNiNiTmaMoMoTmaTmaNiTmaNiNiNiTmaNiMoTmaTmaNiTmaTmaMoTmaNiNiMoNiTmaTmaNiNiTmaNiTmaNi,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
6,0,TmaNiNiTmaNiNiTmaNiNiNiMoTmaNiTmaNiNiNiTmaNiTmaTmaNiNiNiTmaMoTmaTmaMoTmaNiNiNiTmaNiMoNiNiTmaTmaTmaNiTmaMoNiMoNiTmaTmaNiTmaTmaNiTmaMoTmaTmaNiTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaMo,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
7,0,TmaNiTmaNiNiNiMoNiNiTmaNiNiTmaNiNiNiNiTmaNiTmaTmaTmaMoNiTmaNiTmaTmaNiTmaNiTmaTmaTmaNiTmaTmaNiNiMoNiNiMoNiNiNiTmaTmaNiNiTmaTmaNiTmaNiMoMoTmaTmaTmaMoTmaMoTmaTmaNiTmaTmaTmaTma,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
8,0,NiTmaTmaNiTmaMoNiTmaNiTmaNiTmaTmaTmaTmaTmaMoTmaMoNiMoNiTmaTmaTmaTmaMoTmaNiNiTmaNiNiMoNiTmaTmaTmaNiTmaNiTmaTmaTmaNiTmaNiTmaMoTmaTmaTmaNiNiNiNiNiNiTmaNiNiNiMoNiNiNiTmaNiTmaNi,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
9,0,TmaNiMoTmaNiNiNiNiNiNiMoMoNiTmaNiTmaTmaNiTmaMoNiNiTmaNiTmaTmaMoTmaNiNiTmaTmaTmaTmaTmaMoTmaMoTmaNiTmaTmaNiTmaNiTmaNiNiNiTmaNiTmaTmaTmaNiMoTmaTmaTmaNiTmaTmaNiNiTmaNiTmaNiNiNi,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
10,0,TmaTmaTmaTmaNiMoMoMoNiTmaTmaMoTmaTmaNiNiNiNiTmaNiTmaTmaNiTmaNiTmaTmaNiTmaNiNiTmaNiTmaTmaNiMoTmaTmaNiTmaTmaTmaNiTmaMoNiNiNiTmaTmaNiTmaTmaTmaNiNiNiTmaNiNiNiMoNiNiNiMoNiTmaTma,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
11,0,TmaTmaNiMoTmaNiTmaTmaNiMoNiNiNiNiNiTmaTmaTmaTmaTmaNiNiTmaNiNiNiMoTmaTmaMoMoNiNiNiTmaNiNiTmaTmaTmaTmaNiTmaTmaNiTmaTmaTmaMoNiNiNiNiNiTmaTmaNiTmaTmaTmaNiTmaTmaMoMoNiTmaNiTmaNi,"[0.5938406733890661, 0.3047703180212013, 0.10138900858973254]","['Tma', 'Ni', 'Mo']","['C[N+](C)(C)CCCNC(=O)C=C', 'CC(C)NC(=O)C=C', 'C=CC(=O)N1CCOCC1']","[59.1, 30.7, 10.2]","[0.4542123849646637, 0.43100113585911337, 0.11478647917622276]",70,>512,>512,>2000,No
